stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion
PANCARBON,Panasonic Carbon India Co Ltd,Industrials,Smallcap,Low Risk,bad
PANCHMAHQ,Panchmahal Steel Ltd,Materials,Smallcap,Moderate Risk,bad
PANCHSHEEL,Panchsheel Organics Ltd,Health Care,Smallcap,Moderate Risk,bad
PANELEC,Pan Electronics India Ltd,Industrials,Smallcap,Low Risk,bad
PANINDIAC,Pan India Corp Ltd,Financials,Smallcap,Moderate Risk,bad
PANKAJPIYUS,Pankaj Piyush Trade and Investment Ltd,Financials,Smallcap,High Risk,bad
PANKAJPO,Pankaj Polymers Ltd,Materials,Smallcap,High Risk,bad
PANORAMA,Panorama Studios International Ltd,Communication Services,Smallcap,Moderate Risk,bad
PANSARI,Pansari Developers Ltd,Real Estate,Smallcap,Low Risk,bad
PANTH,Panth Infinity Ltd,Industrials,Smallcap,Low Risk,bad
PAR,Par Drugs and Chemicals Ltd,Health Care,Smallcap,High Risk,bad
PARABDRUGS,Parabolic Drugs Ltd,Health Care,Smallcap,Moderate Risk,bad
PARACABLES,Paramount Communications Ltd,Industrials,Smallcap,High Risk,bad
PARAGMILK,Parag Milk Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PARAGONF,Paragon Finance Ltd,Financials,Smallcap,High Risk,bad
PARAMONE,Paramone Concepts Ltd,Industrials,Smallcap,Moderate Risk,bad
PARIN,Parin Furniture Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PARLESOFT,Parle Industries Ltd,Industrials,Smallcap,High Risk,bad
PARMCOS-B,Paramount Cosmetics (India) Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PARNAXLAB,Parnax Lab Ltd,Health Care,Smallcap,Moderate Risk,bad
PARSHINV,Parsharti Investment Ltd,Financials,Smallcap,Low Risk,bad
PARSHVA,Parshva Enterprises Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PARSHWANA,Parshwanath Corp Ltd,Real Estate,Smallcap,Moderate Risk,bad
PARSVNATH,Parsvnath Developers Ltd,Real Estate,Smallcap,Moderate Risk,bad
PASARI,Pasari Spinning Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PASHUPATI,Pashupati Cotspin Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PASUPTAC,Pasupati Acrylon Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PASUSPG,Pasupati Spinning and Weaving Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PATELENG,Patel Engineering Ltd,Industrials,Smallcap,Moderate Risk,bad
PATELSAI,Patels Airtemp (India) Ltd,Industrials,Smallcap,Moderate Risk,bad
PATIDAR,Patidar Buildcon Ltd,Real Estate,Smallcap,Low Risk,bad
PATINTLOG,Patel Integrated Logistics Ltd,Industrials,Smallcap,High Risk,bad
PATSPINLTD,Patspin India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PAUSHAKLTD,Paushak Ltd,Materials,Smallcap,Moderate Risk,bad
PAVNAIND,Pavna Industries Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PAZEL,Pazel International Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PBMPOLY,P B M Polytex Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PCCOSMA,Pee Cee Cosma Sope Ltd,Consumer Staples,Smallcap,High Risk,bad
PCJEWELLER,PC Jeweller Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PDMJEPAPER,Pudumjee Paper Products Ltd,Materials,Smallcap,Moderate Risk,bad
PDPL,Parenteral Drugs (India) Ltd,Health Care,Smallcap,Low Risk,bad
PDSMFL,PDS Multinational Fashions Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PEARLPOLY,Pearl Polymers Ltd,Materials,Smallcap,Moderate Risk,bad
PEETISEC,Peeti Securities Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PENINLAND,Peninsula Land Ltd,Real Estate,Smallcap,Moderate Risk,bad
PENTAGOLD,Penta Gold Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PEOPLIN,People's Investment Ltd,Financials,Smallcap,Low Risk,bad
PERFECT,Perfect Infraengineers Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PERFEPA,Perfectpac Ltd,Materials,Smallcap,Moderate Risk,bad
PERMAGN,Permanent Magnets Ltd,Materials,Smallcap,Moderate Risk,bad
PERSISTENT,Persistent Systems Ltd,Information Technology,Midcap,Moderate Risk,bad
PFOCUS,Prime Focus Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PFS,PTC India Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad
PGEL,PG Electroplast Ltd,Information Technology,Smallcap,High Risk,bad
PGFOILQ,PG Foils Ltd,Materials,Smallcap,Moderate Risk,bad
PGHL,Procter & Gamble Health Ltd,Health Care,Smallcap,Low Risk,bad
PGIL,Pearl Global Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PHARMAID,Pharmaids Pharmacuticals Ltd,Health Care,Smallcap,Moderate Risk,bad
PHCAP,P H Capital Ltd,Financials,Smallcap,High Risk,bad
PHOENIXTN,Phoenix Township Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PHOENXINTL,Phoenix International Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PHOSPHATE,Phosphate Company Ltd,Materials,Smallcap,Moderate Risk,bad
PHOTOQUP,Photoquip (India) Ltd,Information Technology,Smallcap,Moderate Risk,bad
PICCADIL,Piccadily Agro Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PICCASUG,Piccadily Sugar and Allied Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
PICTUREHS,Picturehouse Media Ltd,Communication Services,Smallcap,Moderate Risk,bad
PIDILITIND,Pidilite Industries Ltd,Materials,Largecap,Low Risk,bad
PIFL,Pacheli Industrial Finance Ltd,Financials,Smallcap,Moderate Risk,bad
PIGL,Power and Instrumentation (Gujarat) Ltd,Utilities,Smallcap,Moderate Risk,bad
PILANIINVS,Pilani Investment And Industries Corporation Ltd,Financials,Smallcap,Low Risk,bad
PILITA,Pil Italica Lifestyle Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PIONAGR,Pioneer Agro Extracts Ltd,Consumer Staples,Smallcap,Low Risk,bad
PIONDIST,Pioneer Distilleries Ltd,Consumer Staples,Smallcap,Low Risk,bad
PIONEEREMB,Pioneer Embroideries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PIONRINV,Pioneer Investcorp Ltd,Financials,Smallcap,Moderate Risk,bad
PITTIENG,Pitti Engineering Ltd,Industrials,Smallcap,Moderate Risk,bad
PIXTRANS,Pix Transmissions Ltd,Industrials,Smallcap,Moderate Risk,bad
PJL,Patdiam Jewellery Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PKTEA,Peria Karamalai Tea and Produce Company Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PLASTIBLEN,Plastiblends India Ltd,Materials,Smallcap,Moderate Risk,bad
PMCFIN,Pmc Fincorp Ltd,Financials,Smallcap,High Risk,bad
PML,Paul Merchants Ltd,Financials,Smallcap,Moderate Risk,bad
PNB,Punjab National Bank,Financials,Midcap,Moderate Risk,bad
PNBGILTS,Pnb Gilts Ltd,Financials,Smallcap,Moderate Risk,bad
PNBHOUSING,PNB Housing Finance Ltd,Financials,Smallcap,Moderate Risk,bad
PNC,Pritish Nandy Communications Ltd,Communication Services,Smallcap,High Risk,bad
PNTKYOR,Pentokey Organy (India) Ltd,Industrials,Smallcap,Moderate Risk,bad
PODDARHOUS,Poddar Housing and Development Ltd,Real Estate,Smallcap,Moderate Risk,bad
PODDARMENT,Poddar Pigments Ltd,Materials,Smallcap,Moderate Risk,bad
POEL,Pocl Enterprises Ltd,Materials,Smallcap,High Risk,bad
POKARNA,Pokarna Ltd,Materials,Smallcap,Moderate Risk,bad
POLSON,Polson Ltd,Materials,Smallcap,Moderate Risk,bad
POLYCHEM,Polychem Ltd,Materials,Smallcap,High Risk,bad
POLYCON,Polycon International Ltd,Materials,Smallcap,Low Risk,bad
POLYLINK,Polylink Polymers (India) Ltd,Materials,Smallcap,High Risk,bad
POLYMAC,Polymac Thermoformers Ltd,Materials,Smallcap,Low Risk,bad
POLYMED,Poly Medicure Ltd,Health Care,Smallcap,Moderate Risk,bad
POLYSPIN,Polyspin Exports Ltd,Materials,Smallcap,High Risk,bad
POLYTEX,Polytex India Ltd,Financials,Smallcap,Moderate Risk,bad
PONDYOXIDE,Pondy Oxides and Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
PONNIERODE,Ponni Sugars (Erode) Ltd,Consumer Staples,Smallcap,Low Risk,bad
POOJA,Poojawestern Metaliks Ltd,Materials,Smallcap,High Risk,bad
POONADAL,Poona Dal and Oil Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
POPULARES,Popular Estate Management Ltd,Real Estate,Smallcap,Low Risk,bad
PORWAL,Porwal Auto Components Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
POWERFUL,Powerful Technologies Ltd,Utilities,Smallcap,Low Risk,bad
PPAP,PPAP Automotive Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PPL,Prakash Pipes Ltd,Industrials,Smallcap,Moderate Risk,bad
PQIF,Polo Queen Industrial and Fintech Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PRABHAT,Prabhat Dairy Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PRADHIN,Pradhin Ltd,Consumer Staples,Smallcap,Low Risk,bad
PRADIP,Pradip Overseas Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PRADPME,Pradeep Metals Ltd,Materials,Smallcap,High Risk,bad
PRAENG,Prajay Engineers Syndicate Ltd,Industrials,Smallcap,High Risk,bad
PRAGBOS,Prag Bosimi Synthetics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRAKASH,Prakash Industries Ltd,Materials,Smallcap,High Risk,bad
PRAKASHSTL,Prakash Steelage Ltd,Industrials,Smallcap,High Risk,bad
PRANAVSP,Pranavaditya Spinning Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PRATIKSH,Pratiksha Chemicals Ltd,Materials,Smallcap,High Risk,bad
PRAVEG,Praveg Communications (India) Ltd,Health Care,Smallcap,Moderate Risk,bad
PRAXIS,Praxis Home Retail Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRECAM,Precision Camshafts Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRECISIO,Precision Electronics Ltd,Information Technology,Smallcap,Moderate Risk,bad
PRECISION,Precision Containeurs Ltd,Materials,Smallcap,Moderate Risk,bad
PRECOT,Precot Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRECWIRE,Precision Wires India Ltd,Industrials,Smallcap,Moderate Risk,bad
PREMCO,Premco Global Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PREMEXPLN,Premier Explosives Ltd,Materials,Smallcap,Moderate Risk,bad
PREMIER,Premier Ltd,Industrials,Smallcap,Moderate Risk,bad
PREMIERPOL,Premier Polyfilm Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PREMSYN,Premier Synthetics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRERINFRA,Prerna Infrabuild Ltd,Real Estate,Smallcap,Moderate Risk,bad
PRESSMN,Pressman Advertising Ltd,Communication Services,Smallcap,High Risk,bad
PRICOLLTD,Pricol Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRIMAGR,Prima Agro Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PRIMAPLA,Prima Plastics Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PRIMEFRESH,Prime Fresh Ltd,Industrials,Smallcap,High Risk,bad
PRIMEPRO,Prime Property Development Corp Ltd,Real Estate,Smallcap,High Risk,bad
PRIMESECU,Prime Securities Ltd,Financials,Smallcap,Moderate Risk,bad
PRIMEURB,Prime Urban Development India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PRIMIND,Prime Industries Ltd,Real Estate,Smallcap,Low Risk,bad
PRISMMEDI,Prism Medico and Pharmacy Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
PRISMX,Prismx Global Ventures Ltd,Industrials,Smallcap,Low Risk,bad
PRITHVIEXCH,Prithvi Exchange (India) Ltd,Financials,Smallcap,High Risk,bad
PRITI,Priti International Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PRIVISCL,Privi Speciality Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
PROFINC,Pro Fin Capital Services Ltd,Financials,Smallcap,Moderate Risk,bad
PROGREXV,Progrex Ventures Ltd,Consumer Staples,Smallcap,Low Risk,bad
PROLIFE,Prolife Industries Ltd,Materials,Smallcap,High Risk,bad
PROMACT,Promact Impex Ltd,Materials,Smallcap,Low Risk,bad
PROSEED,Proseed India Ltd,Industrials,Smallcap,High Risk,bad
PROVESTSER,Provestment Services Ltd,Consumer Discretionary,Smallcap,High Risk,bad
PROZONINTU,Prozone Intu Properties Ltd,Real Estate,Smallcap,Moderate Risk,bad
PRSNTIN,Prashant India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PSB,Punjab & Sind Bank,Financials,Smallcap,Moderate Risk,bad
PTCIL,PTC Industries Ltd,Materials,Smallcap,High Risk,bad
PTIL,Prabhat Telecoms (India) Ltd,Information Technology,Smallcap,Low Risk,bad
PTL,PTL Enterprises Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
PULSRIN,Pulsar International Ltd,Financials,Smallcap,Low Risk,bad
PULZ,Pulz Electronics Ltd,Information Technology,Smallcap,High Risk,bad
PUNITCO,Punit Commercials Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
PUNJABCHEM,Punjab Chemicals and Crop Protection Ltd,Materials,Smallcap,Moderate Risk,bad
PUNJCOMMU,Punjab Communications Ltd,Communication Services,Smallcap,Moderate Risk,bad
PUNJLLOYD,Punj Lloyd Ltd,Industrials,Smallcap,Moderate Risk,bad
PUROHITCON,Purohit Construction Ltd,Industrials,Smallcap,Low Risk,bad
PURPLE,Purple Entertainment Ltd,Communication Services,Smallcap,Moderate Risk,bad
PURVA,Puravankara Ltd,Real Estate,Smallcap,Moderate Risk,bad
PUSHPREALM,Pushpanjali Realms and Infratech Ltd,Real Estate,Smallcap,Moderate Risk,bad
PWASML,Prakash Woollen & Synthetic Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
QGO,Qgo Finance Ltd,Financials,Smallcap,Moderate Risk,bad
QUADRANT,Quadrant Televentures Ltd,Communication Services,Smallcap,Moderate Risk,bad
QUANTDIA,Quantum Digital Vision (India) Ltd,Industrials,Smallcap,Low Risk,bad
QUEST,Quest Softech (India) Ltd,Information Technology,Smallcap,Moderate Risk,bad
QUICKHEAL,Quick Heal Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad
QUINT,Quint Digital Media Ltd,Industrials,Smallcap,Low Risk,bad
QUINTEGRA,Quintegra Solutions Ltd,Information Technology,Smallcap,High Risk,bad
RACE,Race Eco Chain Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RACLGEAR,RACL Geartech Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RADAAN,Radaan Media Works India Ltd,Communication Services,Smallcap,Moderate Risk,bad
RADHEDE,Radhe Developers (India) Ltd,Real Estate,Smallcap,Moderate Risk,bad
RADHIKAJWE,Radhika Jeweltech Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RADIOCITY,Music Broadcast Ltd,Communication Services,Smallcap,Moderate Risk,bad
RADIXIND,Radix Industries India Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
RAFL,Raghuvansh Agrofarms Ltd,Consumer Staples,Smallcap,High Risk,bad
RAGHUNAT,Raghunath International Ltd,Real Estate,Smallcap,Moderate Risk,bad
RAGHUSYN,Raghuvir Synthetics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RAGHUTOB,RTCL Ltd,Real Estate,Smallcap,Moderate Risk,bad
RAHME,Rahul Merchandising Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
RAILTEL,Railtel Corporation of India Ltd,Information Technology,Smallcap,High Risk,bad
RAIN,Rain Industries Ltd,Materials,Smallcap,Moderate Risk,bad
RAINBOWF,Rainbow Foundations Ltd,Real Estate,Smallcap,Moderate Risk,bad
RAJABAH,Raja Bahadur International Ltd,Real Estate,Smallcap,Moderate Risk,bad
RAJESHEXPO,Rajesh Exports Ltd,Consumer Discretionary,Midcap,Low Risk,bad
RAJINFRA,Rajeswari Infrastructure Ltd,Industrials,Smallcap,Moderate Risk,bad
RAJKSYN,Rajkamal Synthetics Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
RAJMET,Rajnandini Metal Ltd,Materials,Smallcap,High Risk,bad
RAJNISH,Rajnish Wellness Ltd,Consumer Staples,Smallcap,High Risk,bad
RAJOOENG,Rajoo Engineers Ltd,Industrials,Smallcap,High Risk,bad
RAJPALAYAM,Rajapalayam Mills Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
RAJPUTANA,Rajputana Investment & Finance Ltd,Financials,Smallcap,Low Risk,bad
RAJRATAN,Rajratan Global Wire Ltd,Materials,Smallcap,Moderate Risk,bad
RAJRAYON,Raj Rayon Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RAJSREESUG,Rajshree Sugars & Chemicals Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
RAJTV,Raj Television Network Ltd,Communication Services,Smallcap,Moderate Risk,bad
RAJVIR,Rajvir Industries Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
RAMANEWS,Shree Rama Newsprint Ltd,Materials,Smallcap,Moderate Risk,bad
RAMAPHO,Rama Phosphates Ltd,Materials,Smallcap,High Risk,bad
RAMASIGNS,Ramasigns Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
RAMASTEEL,Rama Steel Tubes Ltd,Industrials,Smallcap,Moderate Risk,bad
RAMAVISION,Rama Vision Ltd,Consumer Staples,Smallcap,High Risk,bad
RAMCOCEM,Ramco Cements Ltd,Materials,Midcap,Low Risk,bad
RAMCOIND,Ramco Industries Ltd,Materials,Smallcap,Moderate Risk,bad
RAMCOSYS,Ramco Systems Ltd,Information Technology,Smallcap,High Risk,bad
RAMGOPOLY,Ramgopal Polytex Ltd,Industrials,Smallcap,Moderate Risk,bad
RAMINFO,Raminfo Ltd,Information Technology,Smallcap,High Risk,bad
RAMKY,Ramky Infrastructure Ltd,Industrials,Smallcap,High Risk,bad
RAMRAT,Ram Ratna Wires Ltd,Industrials,Smallcap,Moderate Risk,bad
RAMSARUP,Ramsarup Industries Ltd,Materials,Smallcap,High Risk,bad
RAMSONS,Ramsons Projects Ltd,Financials,Smallcap,Low Risk,bad
RANASUG,Rana Sugars Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
RANDER,Rander Corp Ltd,Real Estate,Smallcap,Low Risk,bad
RANEENGINE,Rane Engine Valve Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RANEHOLDIN,Rane Holdings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RANJEET,Ranjeet Mechatronics Ltd,Industrials,Smallcap,High Risk,bad
RAP,RAP Media Ltd,Real Estate,Smallcap,High Risk,bad
RAPICUT,Rapicut Carbides Ltd,Industrials,Smallcap,Moderate Risk,bad
RAPIDIN,Rapid Investments Ltd,Financials,Smallcap,Low Risk,bad
RASANDIK,Rasandik Engineering Industries India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RASRESOR,Ras Resorts and Apart Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RASSIREF,Raasi Refractories Ltd,Materials,Smallcap,Low Risk,bad
RATHIBAR,Rathi Bars Ltd,Materials,Smallcap,High Risk,bad
RATNABHUMI,Ratnabhumi Developers Ltd,Real Estate,Smallcap,Moderate Risk,bad
RAVALSUGAR,Ravalgaon Sugar Farm Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
RAWEDGE,Raw Edge Industrial Solutions Ltd,Materials,Smallcap,High Risk,bad
RAYALEMA,Royale Manor Hotels and Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RBGUPTA,Aarcon Facilities Ltd,Real Estate,Smallcap,Moderate Risk,bad
RBL,Rane Brake Linings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RCCL,Rajasthan Cylinders and Containers Ltd,Energy,Smallcap,Moderate Risk,bad
RCF,Rashtriya Chemicals and Fertilizers Ltd,Materials,Smallcap,Moderate Risk,bad
RCIIND,RCI Industries & Technologies Ltd,Materials,Smallcap,Moderate Risk,bad
RCOM,Reliance Communications Ltd,Communication Services,Smallcap,Moderate Risk,bad
RDBRIL,RDB Realty & Infrastructure Ltd,Real Estate,Smallcap,High Risk,bad
RDBRL,RDB Rasayans Ltd,Materials,Smallcap,High Risk,bad
REALECO,Real Eco Energy Ltd,Real Estate,Smallcap,Moderate Risk,bad
REALSTR,Real Strips Ltd,Materials,Smallcap,High Risk,bad
REFEX,Refex Industries Ltd,Materials,Smallcap,High Risk,bad
REGAL,Regal Entertainement And Consultants Ltd,Financials,Smallcap,Low Risk,bad
REGENCERAM,Regency Ceramics Ltd,Industrials,Smallcap,Moderate Risk,bad
REGTRUS,Regency Trust Ltd,Financials,Smallcap,Low Risk,bad
RELAXO,Relaxo Footwears Ltd,Consumer Discretionary,Midcap,Low Risk,bad
RELCAPITAL,Reliance Capital Ltd,Financials,Smallcap,High Risk,bad
RELCHEMQ,Reliance Chemotex Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RELIABLE,Reliable Data Services Ltd,Information Technology,Smallcap,High Risk,bad
RELIABVEN,Reliable Ventures India Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RELIANCE,Reliance Industries Ltd,Energy,Largecap,Low Risk,bad
RELIANCEPP,Reliance Industries Ltd. - Partly Paid Up,Energy,Largecap,Moderate Risk,bad
RELICAB,Relicab Cable Manufacturing Ltd,Industrials,Smallcap,High Risk,bad
RELICTEC,Relic Technologies Ltd,Financials,Smallcap,Moderate Risk,bad
RELIGARE,Religare Enterprises Ltd,Financials,Smallcap,High Risk,bad
RELINFRA,Reliance Infrastructure Ltd,Utilities,Smallcap,High Risk,bad
RELTD,Ravindra Energy Ltd,Industrials,Smallcap,Moderate Risk,bad
REMIEDEL,Remi Edelstahl Tubulars Ltd,Materials,Smallcap,Moderate Risk,bad
REMITR,Remi Securities Ltd,Financials,Smallcap,Low Risk,bad
REMSONSIND,Remsons Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RENUKA,Shree Renuka Sugars Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
REPL,Rudrabhishek Enterprises Ltd,Real Estate,Smallcap,Moderate Risk,bad
REPRO,Repro India Ltd,Industrials,Smallcap,Moderate Risk,bad
RESONANCE,Resonance Specialties Ltd,Materials,Smallcap,High Risk,bad
RESPONIND,Responsive Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
RESTILE,Restile Ceramics Ltd,Industrials,Smallcap,High Risk,bad
REVATHI,Revathi Equipment Ltd,Industrials,Smallcap,Moderate Risk,bad
REXNORD,Rexnord Electronics and Controls Ltd,Industrials,Smallcap,High Risk,bad
RFSL,Richfield Financial Services Ltd,Financials,Smallcap,Low Risk,bad
RGF,RGF Capital Markets Ltd,Financials,Smallcap,High Risk,bad
RGIL,Rotographics India Ltd,Industrials,Smallcap,Low Risk,bad
RGL,Renaissance Global Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RGRL,Jolly Merchants Ltd,Industrials,Smallcap,Moderate Risk,bad
RHFL,Reliance Home Finance Ltd,Financials,Smallcap,Moderate Risk,bad
RIBATEX,Riba Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RICHAIND,Richa Industries Ltd,Industrials,Smallcap,Low Risk,bad
RICHIRICH,Richirich Inventures Ltd,Financials,Smallcap,Moderate Risk,bad
RICHUNV,Rich Universe Network Ltd,Financials,Smallcap,Low Risk,bad
RICOAUTO,Rico Auto Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
RIDDHI,Riddhi Siddhi GluCo Biols Ltd,Industrials,Smallcap,Moderate Risk,bad
RIDDHICORP,Riddhi Corporate Services Ltd,Information Technology,Smallcap,Low Risk,bad
RIDINGS,Ridings Consulting Engineers India Ltd,Industrials,Smallcap,High Risk,bad
RIIL,Reliance Industrial Infrastructure Ltd,Energy,Smallcap,Moderate Risk,bad
RIR,Ruttonsha International Rectifier Ltd,Information Technology,Smallcap,High Risk,bad
RISHDIGA,Rishabh Digha Steel and Allied Products Ltd,Materials,Smallcap,High Risk,bad
RISHIROOP,Rishiroop Ltd,Materials,Smallcap,High Risk,bad
RISHITECH,Rishi Techtex Ltd,Consumer Discretionary,Smallcap,High Risk,bad
RITCO,Ritco Logistics Ltd,Industrials,Smallcap,Moderate Risk,bad
RITESHIN,Ritesh International Ltd,Materials,Smallcap,Moderate Risk,bad
RITHWIKFMS,Rithwik Facility Management Services Ltd,Industrials,Smallcap,Moderate Risk,bad
RJBIOTECH,R J Biotech Ltd,Consumer Staples,Smallcap,High Risk,bad
RJKMRFR,Rajkumar Forge Ltd,Materials,Smallcap,High Risk,bad
