stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion,stock_ticker_url
MIRZAINT,Mirza International Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mirza-international-MIRZ?checklist=basic
MISHKA,Mishka Exim Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/mishka-exim-MISH?checklist=basic
MIDHANI,Mishra Dhatu Nigam Ltd,Materials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/mishra-dhatu-nigam-MISR?checklist=basic
MISHTANN,Mishtann Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mishtann-foods-MISHT?checklist=basic
MISQUITA,Misquita Engineering Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/misquita-engineering-MIS?checklist=basic
MITSHI,Mitshi India Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mitshi-india-MITS?checklist=basic
MITSU,Mitsu Chem Plast Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mitsu-chem-plast-MIT?checklist=basic
MITTAL,Mittal Life Style Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mittal-life-style-MITT?checklist=basic
MIVENMACH,Miven Machine Tools Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/miven-machine-tools-MIV?checklist=basic
MODWOOL,Modella Woollens Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modella-woollens-MODW?checklist=basic
MODCL,Modern Converters Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/modern-converters-MOD?checklist=basic
MODAIRY,Modern Dairies Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modern-dairies-MODA?checklist=basic
MODERN,Modern India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modern-india-MODEN?checklist=basic
MODINSU,Modern Insulators Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/modern-insulators-MODIU?checklist=basic
MODRNSH,Modern Shares and Stockbrokers Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/modern-shares-and-stockbrokers-MODR?checklist=basic
MDRNSTL,Modern Steel Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/modern-steels-MDR?checklist=basic
MODINATUR,Modi Naturals Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/modi-naturals-MODIN?checklist=basic
MODIRUBBER,Modi Rubber Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/modi-rubber-MODI?checklist=basic
MODIPON,Modipon Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modipon-MODIP?checklist=basic
MODISNME,Modison Metals Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modison-metals-MODIS?checklist=basic
MODULEX,Modulex Construction Technologies Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/modulex-construction-technologies-MODU?checklist=basic
MHHL,Mohini Health & Hygiene Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mohini-health-and-hygiene-MOHH?checklist=basic
MOHITIND,Mohit Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mohit-industries-MOHT?checklist=basic
MOHITPPR,Mohit Paper Mills Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mohit-paper-mills-MOHI?checklist=basic
MOHITE,Mohite Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mohite-industries-MOH?checklist=basic
MOHOTAIND,Mohota Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mohota-industries-MOHO?checklist=basic
MOIL,Moil Ltd,Materials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/moil-MOIL?checklist=basic
MOKSH,Moksh Ornaments Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/moksh-ornaments-MOKS?checklist=basic
MOLDTEKPP,Mold-Tek Packaging Ltd Partly Paidup,Unknown,nocap,High Risk,bad,https://www.tickertape.in/stocks/mold-tek-packaging-partly-paidup-MOL?checklist=basic
MOLDTKPAC,Mold-Tek Packaging Ltd,Materials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/mold-tek-packaging-MOLT?checklist=basic
MOLDTECH,Mold-Tek Technologies Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mold-tek-technologies-MOLD?checklist=basic
MONARCH,Monarch Networth Capital Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/monarch-networth-capital-MONA?checklist=basic
MMLF,Money Masters Leasing and Finance Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/money-masters-leasing-and-finance-MML?checklist=basic
MONEYBOXX,Moneyboxx Finance Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/moneyboxx-finance-MON?checklist=basic
MONIND,Monind Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/monnet-industries-MONNE?checklist=basic
MONTECARLO,Monte Carlo Fashions Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/monte-carlo-fashions-MOCF?checklist=basic
MONGIPA,Moongipa Capital Finance Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/moongipa-capital-finance-MONG?checklist=basic
MOONGIPASEC,Moongipa Securities Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/moongipa-securities-MOO?checklist=basic
MORARJEE,Morarjee Textiles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/morarjee-textiles-MORT?checklist=basic
MORARKFI,Morarka Finance Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/morarka-finance-MOR?checklist=basic
MOREPENLAB,Morepen Laboratories Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/morepen-laboratories-MORL?checklist=basic
MORGAN,Morgan Ventures Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/morgan-ventures-MORG?checklist=basic
MORGANITE,Morganite Crucible (India) Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/morganite-crucible-india-MORGA?checklist=basic
MOSCHIP,Moschip Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/moschip-technologies-MOS?checklist=basic
MOTHERSUMI,Motherson Sumi Systems Ltd,Consumer Discretionary,Largecap,Moderate Risk,good,https://www.tickertape.in/stocks/motherson-sumi-systems-MOSS?checklist=basic
MOTILALOFS,Motilal Oswal Financial Services Ltd,Financials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/motilal-oswal-financial-services-MOFS?checklist=basic
MOTOGENFIN,Motor and General Finance Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/motor-and-general-finance-MGF?checklist=basic
MOUNT,Mount Housing and Infrastructure Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/mount-housing-and-infrastructure-MOU?checklist=basic
MOUNTSHIQ,Mount Shivalik Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mount-shivalik-industries-MOUN?checklist=basic
MPHASIS,Mphasis Ltd,Information Technology,Midcap,Moderate Risk,good,https://www.tickertape.in/stocks/mphasis-MBFL?checklist=basic
BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Consumer Staples,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/mrs-bectors-food-specialities-BEC?checklist=basic
MRUTR,Mrugesh Trading Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/mrugesh-trading-MRU?checklist=basic
MUDRA,Mudra Financial Services Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/mudra-financial-services-MUD?checklist=basic
MUDUNURU,Mudunuru Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/mudunuru-MUDU?checklist=basic
MUKANDENGG,Mukand Engineers Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mukand-engineers-MUKE?checklist=basic
MUKANDLTD,Mukand Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mukand-MUKA?checklist=basic
MUKATPIP,Mukat Pipes Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mukat-pipes-MUKAT?checklist=basic
MUKESHB,Mukesh Babu Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mukesh-babu-financial-services-MUKES?checklist=basic
MUKTA,Mukta Agriculture Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mukta-agriculture-MUK?checklist=basic
MUKTAARTS,Mukta Arts Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/mukta-arts-MUKR?checklist=basic
MULLER,Muller and Phipps (India) Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/muller-and-phipps-india-MULL?checklist=basic
MCX,Multi Commodity Exchange of India Ltd,Financials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/multi-commodity-exchange-of-india-MCEI?checklist=basic
ZMULTIPU,Multi Purpose Trading and Agencies Pvt Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/multipurpose-trading-and-agencies-ZMU?checklist=basic
MULTIBASE,Multibase India Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/multibase-india-MULT?checklist=basic
MULTIIN,Multiplus Holdings Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/multiplus-holdings-MULTI?checklist=basic
MUNJALAU,Munjal Auto Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/munjal-auto-industries-MUAU?checklist=basic
MUNJALSHOW,Munjal Showa Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/munjal-showa-MNJL?checklist=basic
MUNCAPM,Munoth Capital Market Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/munoth-capital-markets-MUNC?checklist=basic
MCLTD,Munoth Communication Ltd,Information Technology,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/munoth-communication-MCLT?checklist=basic
MUNOTHFI,Munoth Financial Services Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/munoth-financial-services-MUN?checklist=basic
MURUDCERA,Murudeshwar Ceramics Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/murudeshwar-ceramics-MURD?checklist=basic
RADIOCITY,Music Broadcast Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/music-broadcast-MUSI?checklist=basic
MUTHOOTCAP,Muthoot Capital Services Ltd,Financials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/muthoot-capital-services-MUTH?checklist=basic
MUTHOOTFIN,Muthoot Finance Ltd,Financials,Largecap,Moderate Risk,bad,https://www.tickertape.in/stocks/muthoot-finance-MUTT?checklist=basic
MYSORPETRO,Mysore Petro Chemicals Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mysore-petro-chemicals-MYSO?checklist=basic
MYSTICELE,Mystic Electronics Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/mystic-electronics-MYS?checklist=basic
NDASEC,N D A Securities Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/nda-securities-NDA?checklist=basic
NDMETAL,N D Metal Industries Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/n-d-metal-industries-NDM?checklist=basic
NGIND,N G Industries Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/n-g-industries-NGIN?checklist=basic
NKIND,N K Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/n-k-industries-NKIN?checklist=basic
NRAIL,N R Agarwal Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/n-r-agarwal-industries-NRAI?checklist=basic
NNTL,N2N Technologies Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/n2n-technologies-NNT?checklist=basic
NACLIND,NACL Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nacl-industries-NACL?checklist=basic
NBFOOT,NB Footwear Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/nb-footwear-NBF?checklist=basic
NBCC,NBCC (India) Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nbcc-india-NBCC?checklist=basic
NBIFIN,NBI Industrial Finance Company Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/nbi-industrial-finance-company-NBII?checklist=basic
NCCBLUE,NCC Blue Water Products Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/ncc-blue-water-products-NCCB?checklist=basic
NCC,NCC Ltd,Industrials,Smallcap,High Risk,good,https://www.tickertape.in/stocks/ncc-NCCL?checklist=basic
NCLRESE,NCLResearch and Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ncl-research-and-financial-services-NCL?checklist=basic
NDRAUTO,NDR Auto Components Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ndr-auto-components-NDRA?checklist=basic
NHPC,NHPC Ltd,Utilities,Midcap,Low Risk,good,https://www.tickertape.in/stocks/nhpc-NHPC?checklist=basic
NIITLTD,NIIT Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/niit-NIIT?checklist=basic
NIKSTECH,NIKS Technology Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/niks-technology-NIKS?checklist=basic
NINSYS,NINtec Systems Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nintec-systems-NIN?checklist=basic
NLCINDIA,NLC India Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/nlc-india-NLCI?checklist=basic
NMDC,NMDC Ltd,Materials,Largecap,Moderate Risk,bad,https://www.tickertape.in/stocks/nmdc-NMDC?checklist=basic
NMSRESRC,NMS Resources Global Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nms-resources-global-NMS?checklist=basic
NPRFIN,NPR Finance Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/npr-finance-NPR?checklist=basic
NRBBEARING,NRB Bearings Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/nrb-bearings-NBEA?checklist=basic
NIBL,NRB Industrial Bearings Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nrb-industrial-bearings-NIBL?checklist=basic
NTCIND,NTC Industries Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ntc-industries-NTC?checklist=basic
NTPC,NTPC Ltd,Utilities,Largecap,Low Risk,good,https://www.tickertape.in/stocks/ntpc-NTPC?checklist=basic
NXTDIGITAL,NXTDigital Ltd,Communication Services,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/nxtdigital-NXTD?checklist=basic
NDGL,Naga Dhunseri Group Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/naga-dhunseri-group-NAGD?checklist=basic
NAGTECH,Nagarjuna Agri Tech Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nagarjuna-agri-tech-NAGT?checklist=basic
NAGAFERT,Nagarjuna Fertilizers and Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nagarjuna-fertilizers-and-chemicals-NGFR?checklist=basic
NAGPI,Nagpur Power and Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nagpur-power-and-industries-NAG?checklist=basic
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nagreeka-capital-and-infrastructure-NCIL?checklist=basic
NAGREEKEXP,Nagreeka Exports Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nagreeka-exports-NAGR?checklist=basic
NAHARCAP,Nahar Capital and Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nahar-capital-and-financial-services-NAHA?checklist=basic
NAHARINDUS,Nahar Industrial Enterprises Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nahar-industrial-enterprises-NHIE?checklist=basic
NAHARPOLY,Nahar Poly Films Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nahar-poly-films-NAHR?checklist=basic
NAHARSPING,Nahar Spinning Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nahar-spinning-mills-NHRS?checklist=basic
NGIL,Nakoda Group of Industries Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nakoda-group-of-industries-NGI?checklist=basic
NALINLEA,Nalin Lease Finance Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nalin-lease-finance-NAL?checklist=basic
NSIL,Nalwa Sons Investments Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nalwa-sons-investments-NALS?checklist=basic
NAM,Nam Securities Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nam-securities-NAM?checklist=basic
NDL,Nandan Denim Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nandan-denim-NANE?checklist=basic
NANDANI,Nandani Creation Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/nandani-creation-NANA?checklist=basic
NH,Narayana Hrudayalaya Ltd,Health Care,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/narayana-hrudayalaya-NARY?checklist=basic
NARAYANI,Narayani Steels Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/narayani-steels-NAR?checklist=basic
NARBADA,Narbada Gems and Jewellery Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/narbada-gems-and-jewellery-NARB?checklist=basic
NIDL,Narendra Investments (Delhi) Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/narendra-investments-delhi-NID?checklist=basic
NARPROP,Narendra Properties Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/narendra-properties-NARP?checklist=basic
NARMADA,Narmada Agrobase Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/narmada-agrobase-NARD?checklist=basic
SHAWGELTIN,Narmada Gelatines Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/narmada-gelatines-SHAW?checklist=basic
NARMP,Narmada Macplast Drip Irrigation Systems Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/narmada-macplast-drip-irrigation-systems-NARM?checklist=basic
NATCOPHARM,Natco Pharma Ltd,Health Care,Midcap,Low Risk,bad,https://www.tickertape.in/stocks/natco-pharma-NATP?checklist=basic
NATHBIOGEN,Nath Bio-Genes (I) Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nath-bio-genes-i-NATB?checklist=basic
NATHIND,Nath Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/nath-industries-NATH?checklist=basic
NATIONALUM,National Aluminium Co Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/national-aluminium-co-NALU?checklist=basic
NFL,National Fertilizers Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/national-fertilizers-NAFT?checklist=basic
NATFIT,National Fittings Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/national-fittings-NATF?checklist=basic
NATGENI,National General Industries Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/national-general-industries-NATG?checklist=basic
